Id,Locality,Type,SubType,Sale_Type,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Is_Furnished,Is_Open_Fire,Terrace,Terrace_Area,Garden,Garden_Area,Land_Surface,Surface of the plot,State,Facades,Swim_pool
20301154,Gaasbeek,House,house,Private,490000,2,278,TRUE,FALSE,TRUE,TRUE,0,TRUE,613,891,1004,To renovate,4,FALSE
20301153,Aalst,Apartment,apartment,Private,250000,2,199,TRUE,FALSE,FALSE,TRUE,30,FALSE,0,229,0,Good,2,FALSE
20301152,Denderleeuw,Apartment,apartment,Private,219000,2,102,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,102,0,Good,0,FALSE
20301151,Aalst,House,house,Private,375000,3,141,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,141,154,Just renovated,2,FALSE
20301148,Aalst,House,house,Private,265000,3,156,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,156,703,To renovate,3,FALSE
20301147,Asse,House,house,Private,520000,3,154,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,154,548,Good,3,FALSE
20301143,Aalst,Apartment,apartment,Private,165000,1,53,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,53,0,Good,0,FALSE
20301139,Nieuwkerken-Waas,House,house,Private,269500,3,126,FALSE,FALSE,FALSE,FALSE,0,TRUE,10,136,70,As new,2,FALSE
20301138,Elversele,House,house,Private,275000,4,162,FALSE,FALSE,FALSE,TRUE,6,FALSE,0,168,50,To be done up,2,FALSE
20301137,Elversele,Apartment,duplex,Private,267000,2,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,As new,0,FALSE
20301134,Rekem,House,house,Private,129000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,646,To restore,4,FALSE
20301132,Gellik,House,house,Private,490000,10,514,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,514,7178,To renovate,4,TRUE
20301129,Appels,Apartment,ground-floor,Private,271650,2,83,TRUE,FALSE,FALSE,TRUE,45,TRUE,45,173,0,Not Known,2,FALSE
20301128,Appels,Apartment,apartment,Private,243650,2,72,TRUE,FALSE,FALSE,TRUE,6,FALSE,0,78,0,Not Known,2,FALSE
20301126,Ensival,Other,offices,Private,245000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,To renovate,2,FALSE
20301125,Ensival,Apartment,apartment-block,Private,395000,5,1300,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,1300,0,To renovate,2,FALSE
20301124,Nieuwpoort,Other,covered-parking-space,Private,68500,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301123,Krombeke,House,house,Private,320000,3,194,FALSE,FALSE,FALSE,FALSE,0,TRUE,638,832,747,As new,2,FALSE
20301122,De Haan,Apartment,apartment,Private,139000,1,53,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,53,0,As new,0,FALSE
20301119,Berg,House,house,Private,585000,5,253,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,253,2901,To renovate,4,FALSE
20301117,Sint-jans-molenbeek,House,mixed-use-building,Private,800000,3,360,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,360,1360,To renovate,2,FALSE
20301116,Gullegem,House,house,Private,299000,4,293,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,293,2271,Good,0,FALSE
20301115,Binkom,House,house,Private,649000,3,204,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,204,506,Not Known,3,FALSE
20301112,Brugge,House,house,Private,249000,2,90,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,90,0,As new,4,FALSE
20301111,Brugge,Apartment,apartment,Private,249000,2,90,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,90,0,As new,0,FALSE
20301110,Hoboken,House,town-house,Private,299000,3,156,FALSE,FALSE,FALSE,FALSE,0,TRUE,48,204,150,To be done up,2,FALSE
20301109,Kalken,Apartment,apartment,Private,535000,3,187,FALSE,FALSE,FALSE,TRUE,72,FALSE,0,259,0,As new,0,FALSE
20301101,Laken,Other,covered-parking-space,Private,1500000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301087,Merksem,Apartment,apartment,Private,165000,2,75,TRUE,FALSE,FALSE,TRUE,3,FALSE,0,78,0,Good,2,FALSE
20301071,Daknam,House,house,Private,769000,3,201,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,201,4992,As new,3,TRUE
20301070,Ben-Ahin,Apartment,apartment,Private,115000,1,60,TRUE,FALSE,FALSE,TRUE,5,FALSE,0,65,0,Good,2,FALSE
20301068,Bihain,House,house,Private,160000,3,135,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,135,293,To renovate,2,TRUE
20301067,Begijnendijk,House,house,Private,299000,3,130,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,130,830,Good,4,TRUE
20301066,Ganshoren,Apartment,apartment,Private,230000,2,95,TRUE,FALSE,FALSE,TRUE,6,FALSE,0,101,0,To be done up,2,TRUE
20301064,Beringen,Apartment,apartment,Private,195000,2,104,FALSE,FALSE,FALSE,TRUE,5,FALSE,0,109,0,Good,2,FALSE
20301063,S Herenelderen,House,house,Private,629000,2,380,FALSE,FALSE,FALSE,TRUE,16,FALSE,0,396,96,Good,2,TRUE
20301061,Berchem,House,house,Private,470000,3,140,FALSE,FALSE,FALSE,TRUE,11,FALSE,0,151,65,Not Known,2,FALSE
20301060,Sint-pieters-woluwe,House,house,Private,1750000,4,310,FALSE,FALSE,FALSE,FALSE,0,TRUE,2200,2510,2200,To be done up,3,FALSE
20301058,Beerse,House,house,Private,279000,1,99,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,99,269,Good,3,FALSE
20301057,Awans,House,house,Private,699000,5,295,TRUE,FALSE,FALSE,TRUE,40,TRUE,324,659,930,As new,4,TRUE
20301056,Mons,House,mixed-use-building,Private,290000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,To renovate,4,FALSE
20301054,Anderlecht,Other,covered-parking-space,Private,180000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301052,Beez,Apartment,apartment,Private,149000,1,46,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,46,0,Good,0,FALSE
20301051,Gilly,Apartment,apartment-block,Private,195000,3,125,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,125,138,Good,3,FALSE
20301050,Retie,Apartment,apartment,Private,595000,4,254,FALSE,FALSE,FALSE,TRUE,95,FALSE,0,349,0,Not Known,0,FALSE
20301048,Sint-gillis,Apartment,apartment-block,Private,860000,6,795,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,795,178,Good,3,FALSE
20301047,Brussel,Apartment,flat-studio,Private,195000,1,47,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,47,0,Good,0,FALSE
20301046,Brussel,Apartment,apartment,Private,425000,2,104,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,104,0,To be done up,0,FALSE
20301044,Galmaarden,House,house,Private,339000,3,192,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,192,460,To be done up,3,FALSE
20301043,Brugge,House,house,Private,285000,1,85,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,85,85,Just renovated,0,FALSE
20301042,Lauwe,House,house,Private,145000,3,110,TRUE,FALSE,FALSE,FALSE,0,TRUE,56,166,114,Good,2,TRUE
20301041,Bellegem,House,house,Private,849000,4,244,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,244,1236,Good,4,TRUE
20301040,Eeklo,House,house,Private,177500,2,110,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,110,160,Good,2,TRUE
20301038,Zelzate,House,house,Private,195000,2,104,FALSE,FALSE,TRUE,FALSE,0,FALSE,0,104,550,Good,4,FALSE
20301037,Sint-jans-molenbeek,Apartment,apartment,Private,139000,1,72,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,72,0,Not Known,2,FALSE
20301036,Hertsberge,Other,covered-parking-space,Private,50000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301035,Vorst,Apartment,apartment-block,Private,500000,4,260,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,260,210,To be done up,2,FALSE
20301034,Brugge,Apartment,apartment,Private,298500,2,87,FALSE,FALSE,FALSE,TRUE,7,FALSE,0,94,0,As new,0,FALSE
20301033,Sint-pieters-woluwe,House,house,Private,1750000,4,260,FALSE,FALSE,FALSE,TRUE,10,TRUE,2100,2370,2200,To renovate,3,FALSE
20301030,Eke,House,house,Private,535000,3,356,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,356,730,Good,4,FALSE
20301029,Elene,Apartment,apartment,Private,339000,2,121,FALSE,FALSE,FALSE,TRUE,7,FALSE,0,128,0,Good,0,FALSE
20301028,Dudzele,Apartment,apartment,Private,745000,3,168,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,168,0,Good,0,FALSE
20301021,Oostende,Other,lock-up-garage,Private,25000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301020,Nieuwpoort,Other,covered-parking-space,Private,2000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301019,Nieuwpoort,Other,covered-parking-space,Private,15000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20301013,Blankenberge,Apartment,apartment,Private,199000,1,55,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,55,0,As new,0,FALSE
20300981,Jette,Other,offices,Private,239000,0,150,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,150,0,As new,3,FALSE
20300918,Laken,Apartment,apartment,Private,249000,2,92,TRUE,FALSE,FALSE,TRUE,8,FALSE,0,100,0,Good,2,TRUE
20300902,Hoevenen,House,house,Private,419000,3,185,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,185,410,As new,3,FALSE
20300901,Herstal,House,house,Private,330000,3,166,TRUE,FALSE,FALSE,TRUE,23,TRUE,58,247,154,Good,3,TRUE
20300899,Asse,House,house,Private,369000,2,293,TRUE,FALSE,FALSE,TRUE,0,TRUE,440,733,600,As new,4,TRUE
20300895,Linkhout,House,house,Private,169000,3,141,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,141,625,Not Known,3,FALSE
20300894,Overpelt,House,house,Private,224500,4,209,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,209,720,Not Known,4,FALSE
20300890,Colfontaine,House,house,Private,139000,2,100,TRUE,FALSE,FALSE,TRUE,33,TRUE,450,583,570,Good,2,FALSE
20300885,Marcinelle,Apartment,apartment-block,Private,130000,3,110,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,110,0,To renovate,2,FALSE
20300884,Ekeren,House,house,Private,310000,2,120,TRUE,FALSE,FALSE,TRUE,15,TRUE,90,225,170,To be done up,2,TRUE
20300883,Brussel,House,house,Private,730000,60,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Good,3,FALSE
20300882,Braine-l'alleud,Apartment,penthouse,Private,760000,3,175,TRUE,FALSE,FALSE,TRUE,28,FALSE,0,203,0,As new,3,TRUE
20300881,Ath,House,house,Private,239500,3,114,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,114,186,Not Known,2,FALSE
20300880,Halle,Apartment,apartment,Private,359000,2,95,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,95,0,Good,2,FALSE
20300872,Leuven,House,house,Private,449000,3,145,TRUE,FALSE,FALSE,TRUE,0,TRUE,38,183,98,Good,2,TRUE
20300871,Aubel,House,house,Private,249000,4,253,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,253,200,Good,3,FALSE
20300870,Herentals,House,house,Private,229000,4,125,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,125,585,To renovate,2,FALSE
20300869,Mechelen,Other,covered-parking-space,Private,135000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20300868,Belsele,House,house,Private,415000,5,205,TRUE,FALSE,TRUE,TRUE,40,TRUE,580,825,1064,Good,4,FALSE
20300867,Sint-gillis,Apartment,apartment,Private,390000,4,118,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,118,0,Good,2,FALSE
20300866,Wolvertem,House,house,Private,675000,5,257,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,257,2101,Good,4,FALSE
20300865,Houtvenne,House,house,Private,449000,3,140,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,140,462,As new,3,FALSE
20300864,Colfontaine,House,house,Private,59000,3,132,FALSE,FALSE,FALSE,FALSE,0,TRUE,47,179,159,To renovate,2,FALSE
20300863,Cornesse,House,mixed-use-building,Private,175000,4,180,TRUE,FALSE,FALSE,TRUE,42,TRUE,250,472,662,To renovate,2,TRUE
20300860,Bottelare,Apartment,apartment,Private,169000,1,43,FALSE,FALSE,FALSE,TRUE,18,FALSE,0,61,0,To be done up,3,TRUE
20300855,Morlanwelz-Mariemont,Apartment,apartment,Private,199000,2,120,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,120,0,As new,2,TRUE
20300854,Morlanwelz-Mariemont,House,house,Private,575000,5,578,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,578,2719,Good,4,TRUE
20300853,Bost,House,house,Private,215000,3,180,TRUE,FALSE,FALSE,TRUE,0,TRUE,126,306,228,To be done up,2,FALSE
20300851,Beffe,Apartment,duplex,Private,125000,1,64,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,64,0,Good,2,FALSE
20300850,Gent,House,house,Private,239000,2,180,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,180,65,To be done up,2,FALSE
20300826,Braine-le-comte,Apartment,apartment,Private,170000,1,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,TRUE
20300825,Etterbeek,Apartment,apartment,Private,350000,1,56,TRUE,TRUE,FALSE,TRUE,0,FALSE,0,56,0,As new,0,TRUE
20300811,Abolens,Other,covered-parking-space,Private,15000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20300796,Grimminge,House,exceptional-property,Private,685000,5,389,TRUE,FALSE,FALSE,TRUE,0,TRUE,3865,4254,4551,Not Known,4,TRUE
20300793,Geraardsbergen,House,exceptional-property,Private,685000,5,389,TRUE,FALSE,FALSE,TRUE,0,TRUE,3865,4254,4551,Not Known,4,TRUE
20300777,Peutie,House,house,Private,235000,2,125,TRUE,FALSE,FALSE,FALSE,0,TRUE,150,275,219,To renovate,2,FALSE
20300776,Peutie,House,house,Private,319000,3,165,TRUE,FALSE,FALSE,FALSE,0,TRUE,148,313,272,To renovate,2,FALSE
20300775,Peutie,House,house,Private,175000,2,75,TRUE,FALSE,FALSE,FALSE,0,TRUE,88,163,219,To renovate,2,FALSE
20300760,Appels,Apartment,duplex,Private,275000,2,131,TRUE,FALSE,FALSE,TRUE,8,FALSE,0,139,0,Good,2,FALSE
20300757,Beveren-waas,House,house,Private,159000,3,0,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,0,70,Not Known,3,TRUE
20300753,Antwerpen,Apartment,apartment,Private,621500,2,128,FALSE,FALSE,FALSE,TRUE,20,FALSE,0,148,0,As new,0,FALSE
20300752,Antwerpen,Apartment,penthouse,Private,546495,3,140,TRUE,FALSE,FALSE,TRUE,39,FALSE,0,179,0,As new,0,FALSE
20300750,Antwerpen,Apartment,penthouse,Private,472300,2,121,TRUE,FALSE,FALSE,TRUE,23,FALSE,0,144,0,Good,0,FALSE
20300747,Bergilers,House,villa,Private,520000,3,206,FALSE,FALSE,FALSE,TRUE,50,TRUE,1500,1756,2000,Not Known,4,TRUE
20300742,Doel,House,house,Private,159000,3,151,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,151,70,Not Known,3,TRUE
20300740,Laken,Apartment,apartment-block,Private,565000,3,174,TRUE,FALSE,FALSE,TRUE,17,TRUE,85,276,0,Good,2,FALSE
20300737,Bellefontaine,House,house,Private,430000,5,175,FALSE,FALSE,TRUE,TRUE,30,FALSE,0,205,1074,Good,4,TRUE
20300734,Hondelange,House,house,Private,549000,4,150,TRUE,FALSE,TRUE,TRUE,0,TRUE,820,970,820,As new,0,FALSE
20300732,Ukkel,Other,covered-parking-space,Private,25000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20300728,Bevel,House,villa,Private,1190000,3,253,TRUE,FALSE,FALSE,TRUE,0,TRUE,3187,3440,3487,Good,4,FALSE
20300725,Appelterre-Eichem,House,house,Private,279000,4,228,FALSE,FALSE,FALSE,TRUE,23,FALSE,0,251,300,Not Known,3,FALSE
20300724,Juprelle,Other,bungalow,Private,225000,2,75,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,75,810,To be done up,3,FALSE
20300718,Balen,House,house,Private,279000,3,196,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,196,316,Good,4,FALSE
20300715,Gullegem,Apartment,apartment,Private,159500,2,78,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,78,0,To renovate,0,FALSE
20300714,Gullegem,House,house,Private,225000,3,154,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,154,569,To renovate,4,FALSE
20300712,Nieuwkerken-Waas,Other,bungalow,Private,535000,2,146,FALSE,FALSE,FALSE,TRUE,30,FALSE,0,176,4783,As new,4,FALSE
20300711,Hamme,House,house,Private,179900,2,108,FALSE,FALSE,FALSE,FALSE,0,TRUE,103,211,170,To renovate,2,FALSE
20300710,Hamme,House,house,Private,189900,4,130,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,130,492,To renovate,4,FALSE
20300706,Haacht,House,villa,Private,785000,3,260,FALSE,FALSE,FALSE,TRUE,26,FALSE,0,286,606,Good,4,FALSE
20300705,Blaasveld,House,villa,Private,795000,3,195,FALSE,FALSE,TRUE,FALSE,0,FALSE,0,195,500,As new,4,TRUE
20300701,Mechelen,Apartment,apartment,Private,269000,2,70,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,70,0,Good,3,FALSE
20300697,Wilrijk,House,house,Private,499000,3,290,FALSE,FALSE,FALSE,TRUE,0,TRUE,43,333,219,Good,2,FALSE
20300686,Gent,Apartment,apartment,Private,270000,2,74,FALSE,FALSE,FALSE,TRUE,3,FALSE,0,77,0,To be done up,0,FALSE
20300651,Aarschot,Apartment,apartment,Private,190000,1,77,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,77,0,Good,2,FALSE
20300646,Ecaussinnes-D'Enghien,Apartment,apartment,Private,215000,2,93,TRUE,FALSE,FALSE,TRUE,7,FALSE,0,100,0,Just renovated,2,TRUE
20300644,Turnhout,House,house,Private,365000,2,205,FALSE,FALSE,TRUE,TRUE,0,FALSE,0,205,151,Good,2,FALSE
20300642,Retie,House,house,Private,425000,3,0,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,0,341,As new,3,FALSE
20300641,Vosselaar,House,house,Private,745000,5,441,TRUE,FALSE,TRUE,TRUE,0,FALSE,0,441,1912,Not Known,4,FALSE
20300639,Retie,House,house,Private,1025000,5,600,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,600,6040,Not Known,4,TRUE
20300638,Borgerhout,Other,loft,Private,795000,4,390,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,390,0,Good,2,FALSE
20300638,Borgerhout,Other,loft,Private,795000,4,390,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,390,0,Good,2,FALSE
20300635,Jette,Apartment,apartment,Private,299000,3,109,TRUE,FALSE,FALSE,TRUE,8,FALSE,0,117,0,Good,2,TRUE
20300627,Boutersem,House,house,Private,309000,3,155,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,155,278,To be done up,2,FALSE
20300626,Koningshooikt,Apartment,apartment,Private,218569,1,77,FALSE,FALSE,FALSE,TRUE,8,FALSE,0,85,0,As new,0,FALSE
20300625,Koningshooikt,Apartment,apartment,Private,260346,2,89,FALSE,FALSE,FALSE,TRUE,7,FALSE,0,96,0,As new,0,FALSE
20300624,Koningshooikt,Apartment,apartment,Private,251823,2,87,FALSE,FALSE,FALSE,TRUE,9,FALSE,0,96,0,As new,0,FALSE
20300623,Koningshooikt,Apartment,apartment,Private,234932,1,71,FALSE,FALSE,FALSE,TRUE,17,FALSE,0,88,0,As new,0,FALSE
20300621,Koningshooikt,Apartment,apartment,Private,260165,2,89,FALSE,FALSE,FALSE,TRUE,9,FALSE,0,98,0,As new,0,FALSE
20300619,Brussel,Apartment,flat-studio,Private,216500,0,25,FALSE,TRUE,FALSE,FALSE,0,FALSE,0,25,0,Not Known,2,TRUE
20300616,Bavikhove,House,house,Private,385000,3,132,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,132,410,Good,0,FALSE
20300615,Tertre,House,house,Private,250000,4,242,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,242,745,Good,0,FALSE
20300614,Bressoux,Apartment,apartment,Private,231736,1,70,FALSE,FALSE,FALSE,TRUE,22,FALSE,0,92,0,As new,0,FALSE
20300614,Bressoux,Apartment,apartment,Private,231736,1,70,FALSE,FALSE,FALSE,TRUE,22,FALSE,0,92,0,As new,0,FALSE
20300598,Antwerpen,Other,lock-up-garage,Private,23000,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,0,0,Not Known,0,FALSE
20300594,Beringen,Apartment,apartment,Private,356000,2,100,FALSE,FALSE,FALSE,TRUE,16,TRUE,26,142,0,Not Known,0,FALSE
20300593,Beerst,House,house,Private,189000,4,215,FALSE,FALSE,FALSE,FALSE,0,TRUE,38,253,134,To renovate,2,FALSE
20300588,Sint-jans-molenbeek,Apartment,apartment,Private,235000,2,117,TRUE,FALSE,FALSE,TRUE,25,FALSE,0,142,0,Not Known,4,FALSE
20300586,Oostende,Apartment,apartment,Private,209000,1,54,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,54,0,Good,0,FALSE
20300585,Beersel,House,house,Private,395000,4,221,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,221,250,Good,2,FALSE
20300582,Bavikhove,House,house,Private,759000,3,281,TRUE,FALSE,FALSE,TRUE,60,TRUE,600,941,996,As new,4,TRUE
20300581,Oostrozebeke,House,mixed-use-building,Private,990000,5,326,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,326,2561,Not Known,4,TRUE
20300537,Welkenraedt,Apartment,apartment,Private,190000,3,128,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,128,0,Good,4,TRUE
20300536,Overijse,House,house,Private,675000,4,234,TRUE,FALSE,FALSE,TRUE,18,TRUE,700,952,1422,Good,4,TRUE
20300535,Peutie,Apartment,flat-studio,Private,159000,1,54,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,54,0,As new,0,TRUE
20300529,Luingne,Apartment,apartment,Private,179000,1,84,TRUE,FALSE,FALSE,TRUE,10,FALSE,0,94,0,Not Known,0,FALSE
20300528,Beveren,House,house,Private,275000,4,168,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,168,180,Good,0,FALSE
20300527,Heusden,House,house,Private,189000,3,146,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,146,431,To renovate,3,FALSE
20300517,Duffel,House,villa,Private,889000,5,335,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,335,0,Good,0,FALSE
20300516,Duffel,House,house,Private,889000,5,335,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,335,0,Good,0,FALSE
20300515,Brielen,Apartment,apartment,Private,349000,2,177,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,177,0,Good,3,FALSE
20300514,Ghislenghien,House,house,Private,295000,3,185,FALSE,FALSE,TRUE,TRUE,0,FALSE,0,185,1075,Good,4,FALSE
20300511,Dave,House,house,Private,394000,3,169,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,170,383,As new,2,FALSE
20300509,Halle,House,house,Private,299000,4,154,TRUE,FALSE,FALSE,TRUE,20,TRUE,126,300,250,Good,2,TRUE
20300508,Nieuwkerken-Waas,Apartment,apartment,Private,1149000,0,380,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,380,0,Not Known,2,TRUE
20300487,Boussoit,House,house,Private,245000,3,170,TRUE,FALSE,FALSE,TRUE,0,TRUE,450,620,500,As new,3,FALSE
20300469,Bleid,Other,triplex,Private,169000,3,126,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,126,0,Good,2,TRUE
20300436,Dessel,House,house,Private,365000,3,200,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,200,974,Good,4,FALSE
20300435,Asse,Apartment,apartment,Private,295000,2,88,TRUE,FALSE,FALSE,TRUE,7,FALSE,0,95,0,As new,3,TRUE
20300434,Asse,Apartment,apartment,Private,295000,2,89,TRUE,FALSE,FALSE,TRUE,8,FALSE,0,97,0,As new,2,TRUE
20300433,Asse,Apartment,apartment,Private,295000,2,89,TRUE,FALSE,FALSE,TRUE,12,FALSE,0,101,0,As new,2,TRUE
20300432,Asse,Apartment,apartment,Private,295000,2,88,TRUE,FALSE,FALSE,TRUE,10,FALSE,0,98,0,As new,3,TRUE
20300430,Antwerpen,Apartment,apartment,Private,260000,2,65,FALSE,FALSE,FALSE,TRUE,8,FALSE,0,73,0,Good,0,FALSE
20300429,Borgerhout,Apartment,apartment,Private,249000,1,67,FALSE,TRUE,FALSE,FALSE,0,FALSE,0,67,0,Not Known,2,FALSE
20300427,Antwerpen,Apartment,apartment,Private,595000,3,211,FALSE,FALSE,FALSE,TRUE,7,FALSE,0,218,0,Good,2,TRUE
20300424,Bevere,Apartment,apartment,Private,297000,2,72,TRUE,FALSE,FALSE,TRUE,16,FALSE,0,88,0,As new,4,TRUE
20300422,Edegem,House,villa,Private,524000,3,245,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,245,0,Not Known,4,FALSE
20300420,Ave-Et-Auffe,House,house,Private,139000,2,110,FALSE,FALSE,FALSE,TRUE,18,FALSE,0,128,0,To renovate,3,FALSE
20300413,Hasselt,House,house,Private,385000,3,180,TRUE,FALSE,FALSE,TRUE,0,FALSE,0,180,108,Not Known,2,TRUE
20300412,Aarsele,House,house,Private,314120,3,146,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,146,162,Good,2,TRUE
20300411,Aarsele,House,house,Private,318524,3,136,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,136,122,Good,3,TRUE
20300410,Laken,Apartment,apartment,Private,265000,1,70,FALSE,FALSE,FALSE,TRUE,7,FALSE,0,77,0,Not Known,2,TRUE
20300409,Overijse,House,house,Private,479000,2,138,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,138,582,Not Known,3,TRUE
20300408,Aye,House,house,Private,295000,3,188,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,188,900,Not Known,4,FALSE
20300407,Wingene,House,house,Private,307000,1,175,FALSE,FALSE,FALSE,TRUE,0,FALSE,0,175,717,Not Known,3,TRUE
20300406,Peutie,Apartment,apartment,Private,250000,2,100,TRUE,FALSE,FALSE,TRUE,7,FALSE,0,107,0,Not Known,2,TRUE
20300403,Jabbeke,House,house,Private,395815,3,159,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,159,300,Good,3,FALSE
20300402,Jabbeke,House,house,Private,405802,3,160,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,160,372,Good,3,FALSE
20300401,Jabbeke,House,house,Private,503243,3,164,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,164,1777,Good,4,FALSE
20300400,Jabbeke,House,house,Private,369224,3,156,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,156,288,Good,3,FALSE
